entry_date,entry_price,exit_date,exit_price,exit_reason,profit,return_pct,r_multiple
2015-02-10,118.61399841308594,2015-02-23,119.07599639892578,time_exit,0.46199798583984375,0.0038949701723306413,0.46199798583984375
2015-03-23,120.01300048828125,2015-03-26,119.01300048828125,stop_loss,-1.0,-0.008332430619444813,-1.0
2015-04-09,120.08999633789062,2015-04-14,119.08999633789062,stop_loss,-1.0,-0.008327088271252461,-1.0
2015-04-23,119.96399688720703,2015-04-24,118.96399688720703,stop_loss,-1.0,-0.008335834299854343,-1.0
2015-05-05,120.10700225830078,2015-05-07,119.10700225830078,stop_loss,-1.0,-0.008325909240906797,-1.0
2015-05-11,119.8270034790039,2015-05-22,121.03900146484375,time_exit,1.2119979858398438,0.010114564752945776,1.2119979858398438
2015-06-25,123.86000061035156,2015-06-29,122.46600341796875,stop_loss,-1.3939971923828125,-0.011254619614997076,-1.3939971923828125
2015-07-15,123.33000183105469,2015-07-28,123.23999786376953,time_exit,-0.09000396728515625,-0.000729781609899345,-0.09000396728515625
2015-09-18,120.072998046875,2015-09-18,119.072998046875,stop_loss,-1.0,-0.008328267106394832,-1.0
2015-09-23,120.09100341796875,2015-10-02,119.09100341796875,stop_loss,-1.0,-0.008327018440503545,-1.0
2015-10-07,120.22000122070312,2015-10-14,119.22000122070312,stop_loss,-1.0,-0.0083180834290974,-1.0
2015-10-23,120.88999938964844,2015-11-05,121.48999786376953,time_exit,0.5999984741210938,0.00496317707957959,0.5999984741210938
2015-12-08,123.30000305175781,2015-12-09,122.30000305175781,stop_loss,-1.0,-0.00811029988036763,-1.0
2016-01-26,118.23500061035156,2016-01-29,120.23500061035156,take_profit,2.0,0.016915464876522346,2.0
2016-03-07,113.81999969482422,2016-03-08,112.81999969482422,stop_loss,-1.0,-0.008785802167292339,-1.0
2016-03-11,112.83899688720703,2016-03-17,111.83899688720703,stop_loss,-1.0,-0.008862184418385002,-1.0
2016-03-29,113.36499786376953,2016-03-30,112.36499786376953,stop_loss,-1.0,-0.008821064868732215,-1.0
2016-04-26,111.10800170898438,2016-04-28,110.10800170898438,stop_loss,-1.0,-0.009000251868620713,-1.0
2016-05-12,108.44000244140625,2016-05-20,110.44000244140625,take_profit,2.0,0.01844337841176891,2.0
2016-07-14,104.03600311279297,2016-07-15,106.03600311279297,take_profit,2.0,0.019224114154324585,2.0
2016-08-30,101.81199645996094,2016-09-01,103.81199645996094,take_profit,2.0,0.019644050500340883,2.0
2016-10-05,102.84200286865234,2016-10-18,103.85099792480469,time_exit,1.0089950561523438,0.009811118298046092,1.0089950561523438
2016-11-08,104.45500183105469,2016-11-09,103.45500183105469,stop_loss,-1.0,-0.00957350038265662,-1.0
2017-01-10,115.99600219726562,2017-01-12,114.99600219726562,stop_loss,-1.0,-0.008620986767279924,-1.0
2017-02-13,113.97000122070312,2017-02-17,112.97000122070312,stop_loss,-1.0,-0.008774238740802486,-1.0
2017-02-23,113.375,2017-02-24,112.375,stop_loss,-1.0,-0.008820286659316428,-1.0
2017-03-03,114.322998046875,2017-03-16,113.322998046875,stop_loss,-1.0,-0.008747146392976657,-1.0
2017-04-27,111.17500305175781,2017-05-09,113.20999908447266,take_profit,2.0349960327148438,0.018304438739412007,2.0349960327148438
2017-06-19,110.97799682617188,2017-06-30,112.00900268554688,time_exit,1.031005859375,0.009290182638544963,1.031005859375
2017-07-19,111.9739990234375,2017-07-24,110.94400024414062,stop_loss,-1.029998779296875,-0.009198553130903933,-1.029998779296875
2017-08-31,110.46800231933594,2017-09-04,109.46800231933594,stop_loss,-1.0,-0.009052395073726825,-1.0
2017-09-14,110.50800323486328,2017-09-21,112.572998046875,take_profit,2.0649948120117188,0.018686382448002192,2.0649948120117188
2017-10-20,112.6449966430664,2017-11-02,114.1520004272461,time_exit,1.5070037841796875,0.013378346389896647,1.5070037841796875
2017-11-14,113.5999984741211,2017-11-15,112.5999984741211,stop_loss,-1.0,-0.008802817019648176,-1.0
2017-12-05,112.50800323486328,2017-12-18,112.71600341796875,time_exit,0.20800018310546875,0.0018487589960268262,0.20800018310546875
2018-01-09,113.17400360107422,2018-01-10,112.17400360107422,stop_loss,-1.0,-0.008835951439209386,-1.0
2018-03-13,106.31800079345703,2018-03-22,105.31800079345703,stop_loss,-1.0,-0.009405744958868164,-1.0
2018-03-30,106.4739990234375,2018-04-12,106.8290023803711,time_exit,0.35500335693359375,0.0033341788623478764,0.35500335693359375
2018-06-06,109.87300109863281,2018-06-19,110.13800048828125,time_exit,0.2649993896484375,0.00241186994983916,0.2649993896484375
2018-06-28,110.22899627685547,2018-07-11,110.83100128173828,time_exit,0.6020050048828125,0.0054614033078083475,0.6020050048828125
2018-07-25,111.26799774169922,2018-08-07,111.33999633789062,time_exit,0.07199859619140625,0.0006470737107945978,0.07199859619140625
2018-08-27,111.28900146484375,2018-09-07,110.49500274658203,time_exit,-0.7939987182617188,-0.007134565930241933,-0.7939987182617188
2018-09-12,111.5979995727539,2018-09-25,112.78600311279297,time_exit,1.1880035400390625,0.01064538382934516,1.1880035400390625
2018-11-01,112.84600067138672,2018-11-14,113.78900146484375,time_exit,0.9430007934570312,0.00835652825839258,0.9430007934570312
2018-11-28,113.7770004272461,2018-12-04,112.7770004272461,stop_loss,-1.0,-0.008789122548888455,-1.0
2018-12-12,113.38400268554688,2018-12-18,112.38400268554688,stop_loss,-1.0,-0.008819586328887564,-1.0
2019-01-22,109.66300201416016,2019-01-31,108.66300201416016,stop_loss,-1.0,-0.009118845751376345,-1.0
2019-02-05,109.98500061035156,2019-02-18,110.56400299072266,time_exit,0.5790023803710938,0.005264375843596615,0.5790023803710938
2019-04-03,111.31999969482422,2019-04-16,111.94300079345703,time_exit,0.6230010986328125,0.005596488504677733,0.6230010986328125
2019-07-02,108.38600158691406,2019-07-15,107.83200073242188,time_exit,-0.5540008544921875,-0.00511136905486764,-0.5540008544921875
2019-07-18,107.91999816894531,2019-07-31,108.56199645996094,time_exit,0.641998291015625,0.005948835266014341,0.641998291015625
2019-09-02,106.15399932861328,2019-09-13,108.1780014038086,take_profit,2.0240020751953125,0.019066658703359402,2.0240020751953125
2019-09-27,107.74400329589844,2019-10-03,106.74400329589844,stop_loss,-1.0,-0.009281258997344752,-1.0
2019-10-14,108.45899963378906,2019-10-25,108.60600280761719,time_exit,0.147003173828125,0.001355380137420408,0.147003173828125
2019-11-06,109.13200378417969,2019-11-19,108.66200256347656,time_exit,-0.470001220703125,-0.00430672217503312,-0.470001220703125
2019-11-27,109.08399963378906,2019-12-10,108.58200073242188,time_exit,-0.5019989013671875,-0.004601948068025294,-0.5019989013671875
2019-12-16,109.37999725341797,2019-12-27,109.54199981689453,time_exit,0.1620025634765625,0.0014810986244699338,0.1620025634765625
2020-01-13,109.53399658203125,2020-01-24,109.552001953125,time_exit,0.01800537109375,0.00016438157700441043,0.01800537109375
2020-02-06,109.80400085449219,2020-02-19,109.91899871826172,time_exit,0.11499786376953125,0.001047301217392996,0.11499786376953125
2020-03-20,111.30000305175781,2020-03-20,110.30000305175781,stop_loss,-1.0,-0.008984725719503981,-1.0
2020-04-01,107.45700073242188,2020-04-14,107.62300109863281,time_exit,0.1660003662109375,0.0015448073655460956,0.1660003662109375
2020-05-13,107.16300201416016,2020-05-26,107.68699645996094,time_exit,0.5239944458007812,0.004889695472804526,0.5239944458007812
2020-07-02,107.35800170898438,2020-07-15,107.24500274658203,time_exit,-0.11299896240234375,-0.001052543458368854,-0.11299896240234375
2020-07-20,107.0770034790039,2020-07-24,106.0770034790039,stop_loss,-1.0,-0.009339073447232617,-1.0
2020-08-13,106.81199645996094,2020-08-18,105.81199645996094,stop_loss,-1.0,-0.009362244252918308,-1.0
2020-08-21,105.66899871826172,2020-09-03,106.20800018310547,time_exit,0.53900146484375,0.00510084765997314,0.53900146484375
2020-09-04,106.09100341796875,2020-09-16,105.09100341796875,stop_loss,-1.0,-0.009425869939793866,-1.0
2020-10-01,105.4489974975586,2020-10-14,105.47000122070312,time_exit,0.02100372314453125,0.00019918371575810892,0.02100372314453125
2020-10-15,105.13899993896484,2020-10-28,104.13899993896484,stop_loss,-1.0,-0.009511218487721195,-1.0
2020-11-11,105.26300048828125,2020-11-17,104.26300048828125,stop_loss,-1.0,-0.009500014205953861,-1.0
2020-11-25,104.50599670410156,2020-12-08,103.99800109863281,time_exit,-0.50799560546875,-0.004860923023461415,-0.50799560546875
2020-12-11,104.16799926757812,2020-12-17,103.16799926757812,stop_loss,-1.0,-0.009599877189071116,-1.0
2021-01-11,104.072998046875,2021-01-22,103.50599670410156,time_exit,-0.5670013427734375,-0.005448111935029077,-0.5670013427734375
2021-01-26,103.76200103759766,2021-02-05,105.76200103759766,take_profit,2.0,0.01927487885738932,2.0
2021-02-25,105.94599914550781,2021-03-05,107.96099853515625,take_profit,2.0149993896484375,0.019019117341854574,2.0149993896484375
2021-04-13,109.37999725341797,2021-04-19,108.37999725341797,stop_loss,-1.0,-0.009142439432350154,-1.0
2021-05-04,109.08599853515625,2021-05-17,109.41200256347656,time_exit,0.3260040283203125,0.002988504782446923,0.3260040283203125
2021-05-28,109.84200286865234,2021-06-10,109.61000061035156,time_exit,-0.23200225830078125,-0.0021121451925654212,-0.23200225830078125
2021-07-27,110.30699920654297,2021-08-02,109.30699920654297,stop_loss,-1.0,-0.009065607868885658,-1.0
2021-08-10,110.31800079345703,2021-08-16,109.31800079345703,stop_loss,-1.0,-0.009064703790927565,-1.0
2021-08-24,109.6719970703125,2021-09-06,109.76399993896484,time_exit,0.09200286865234375,0.0008388911582722362,0.09200286865234375
2021-09-09,110.22000122070312,2021-09-15,109.22000122070312,stop_loss,-1.0,-0.009072763463299304,-1.0
2021-09-21,109.43399810791016,2021-09-28,111.43399810791016,take_profit,2.0,0.018275856082931828,2.0
2021-11-12,114.0479965209961,2021-11-25,115.40799713134766,time_exit,1.3600006103515625,0.011924809306941118,1.3600006103515625
2021-12-17,113.68000030517578,2021-12-30,114.947998046875,time_exit,1.2679977416992188,0.011154096923779543,1.2679977416992188
2022-01-31,115.23899841308594,2022-02-02,114.23899841308594,stop_loss,-1.0,-0.008677617939852254,-1.0
2022-02-07,115.24600219726562,2022-02-18,114.86599731445312,time_exit,-0.3800048828125,-0.0032973367888462527,-0.3800048828125
2022-02-28,115.58799743652344,2022-03-11,116.17900085449219,time_exit,0.59100341796875,0.00511301719102199,0.59100341796875
2022-05-17,128.92300415039062,2022-05-19,127.91400146484375,stop_loss,-1.009002685546875,-0.007826397563384872,-1.009002685546875
2022-06-02,130.1219940185547,2022-06-07,132.17599487304688,take_profit,2.0540008544921875,0.015785193502332113,2.0540008544921875
2022-07-28,136.11099243164062,2022-07-28,135.11099243164062,stop_loss,-1.0,-0.00734694518153802,-1.0
2022-08-19,135.7949981689453,2022-08-29,137.7949981689453,take_profit,2.0,0.014728082970418097,2.0
2022-11-01,148.73699951171875,2022-11-01,147.73699951171875,stop_loss,-1.0,-0.006723276678182631,-1.0
2022-12-19,136.02999877929688,2022-12-20,135.02999877929688,stop_loss,-1.0,-0.00735131962783047,-1.0
2023-02-01,130.11000061035156,2023-02-02,128.6219940185547,stop_loss,-1.488006591796875,-0.011436527436911634,-1.488006591796875
2023-02-07,132.6230010986328,2023-02-07,131.6230010986328,stop_loss,-1.0,-0.00754017019458255,-1.0
2023-04-04,132.2989959716797,2023-04-05,131.2989959716797,stop_loss,-1.0,-0.007558636349848513,-1.0
2023-04-12,133.593994140625,2023-04-13,132.593994140625,stop_loss,-1.0,-0.007485366437561335,-1.0
2023-05-09,135.072998046875,2023-05-11,134.072998046875,stop_loss,-1.0,-0.007403404192249923,-1.0
2023-05-16,136.0449981689453,2023-05-18,138.0449981689453,take_profit,2.0,0.01470101824336336,2.0
2023-08-02,142.97000122070312,2023-08-04,141.97000122070312,stop_loss,-1.0,-0.006994474305531394,-1.0
2023-10-12,149.03599548339844,2023-10-25,149.85400390625,time_exit,0.8180084228515625,0.005488663461456752,0.8180084228515625
2023-11-02,150.5749969482422,2023-11-03,149.5749969482422,stop_loss,-1.0,-0.006641208834583171,-1.0
2023-11-08,150.39599609375,2023-11-17,149.39599609375,stop_loss,-1.0,-0.006649113181022756,-1.0
2024-01-05,144.76499938964844,2024-01-08,143.76499938964844,stop_loss,-1.0,-0.006907747067427584,-1.0
2024-02-06,148.63999938964844,2024-02-13,150.63999938964844,take_profit,2.0,0.013455328365261577,2.0
2024-03-21,150.75999450683594,2024-04-03,151.5399932861328,time_exit,0.779998779296875,0.005173778241690685,0.779998779296875
2024-05-10,155.38900756835938,2024-05-16,154.28199768066406,stop_loss,-1.1070098876953125,-0.007124119685289271,-1.1070098876953125
2024-05-21,156.3699951171875,2024-06-03,157.17999267578125,time_exit,0.80999755859375,0.005180006292042908,0.80999755859375
2024-06-11,157.0399932861328,2024-06-12,156.0399932861328,stop_loss,-1.0,-0.006367804653289574,-1.0
2024-09-03,146.7220001220703,2024-09-03,145.7220001220703,stop_loss,-1.0,-0.0068156104685597,-1.0
2024-09-24,143.63800048828125,2024-09-27,142.63800048828125,stop_loss,-1.0,-0.006961945979480446,-1.0
2024-10-02,143.73599243164062,2024-10-02,145.73599243164062,take_profit,2.0,0.013914399352348575,2.0
2024-12-16,153.4530029296875,2024-12-19,155.4530029296875,take_profit,2.0,0.013033306366226044,2.0
